_id,productId,productName,price,size,color,fabric,productDescription,availableStock,averageRating,categoryName,promoName,discountPercentage
65e723db2b05f3456f8e3bad,454,Manteau en laine - Chaud,39.62,XL,Camel,Laine,Manteau en laine pour rester au chaud avec style.,38,2.09,Manteau,Fête du Travail,10
65e723db2b05f3456f8e3bae,455,Blouse en soie - Classe,37.99,S,Rouge,Soie,Blouse en soie pour un look classe et féminin.,87,0.72,Chemisier,Black Friday,30
65e723db2b05f3456f8e3baf,456,Short de sport - Sportif,82.85,M,Bleu roi,Polyester,Short de sport pour un look dynamique.,20,1.24,Sportswear,Halloween,20
65e723db2b05f3456f8e3bb0,457,Chemise oversize - Oversize,78.63,L,Blanc,Coton,Chemise oversize pour un style décontracté.,36,4.25,Chemise,Halloween,20
65e723db2b05f3456f8e3bb1,458,Short en jean - Décontracté,9.33,L,Vert,Denim,Short en jean décontracté pour un look estival.,46,2.39,Short,Back to School,15
65e723db2b05f3456f8e3bb2,459,Pull en tricot oversize - Oversize,47.2,S,Rose poudré,Acrylique,Pull en tricot oversize pour un confort maximal.,8,2.01,Pull,Cyber Monday,25
65e723db2b05f3456f8e3bb3,460,Chemise oversize - Oversize,53.87,XXL,Kaki,Coton,Chemise oversize pour un style décontracté.,60,0.77,Chemise,Back to School,15
65e723db2b05f3456f8e3bb4,461,T-shirt basique - Décontracté,51.41,XXL,Vert,Coton,T-shirt décontracté en coton pour un look confortable.,62,0.57,T-shirt,Journée Internationale de la Femme,15
65e723db2b05f3456f8e3bb5,462,Veste en velours - Vintage,87.04,L,Bleu nuit,Velours,Veste en velours vintage pour une touche rétro.,60,3.41,Veste,Halloween,20
65e723db2b05f3456f8e3bb6,463,Robe longue fluide - Bohème,2.89,M,Bleu ciel,Viscose,Robe longue fluide pour un style bohème décontracté.,8,4.47,Robe,Soldes de Fin d'Année,25
65e723db2b05f3456f8e3bb7,464,Veste en jean - Vintage,93.3,XXL,Vert,Denim,Veste en jean vintage pour un look rétro.,97,2.37,Denim,Solde d'été,40
65e723db2b05f3456f8e3bb8,465,Chemisier à volants - Chic,6.83,S,Noir,Coton,Chemisier à volants chic pour une allure féminine.,94,3.07,Chemisier,Promo d'Automne,15
65e723db2b05f3456f8e3bb9,466,Parka imperméable - Chaud,95.63,XXL,Rouge,Nylon,Parka imperméable pour rester au chaud par temps humide.,50,2.15,Manteau,Nouvel An,18
65e723db2b05f3456f8e3bba,467,Blouse en soie - Classe,35.84,L,Bleu marine,Soie,Blouse en soie pour un look classe et féminin.,50,2.46,Chemisier,Black Friday,30
65e723db2b05f3456f8e3bbb,468,Tunique brodée - Bohème,73.12,S,Vert sauge,Coton,Tunique brodée bohème pour un style décontracté.,30,4.02,Tunique,Back to School,15
65e723db2b05f3456f8e3bbc,469,Chemisier à volants - Chic,95.97,S,Rose pâle,Coton,Chemisier à volants chic pour une allure féminine.,48,1.89,Chemisier,Halloween,20
65e723db2b05f3456f8e3bbd,470,Legging de sport - Sportif,64.57,L,Gris,Spandex,Legging de sport pour un look dynamique.,13,2.13,Sportswear,Solde d'été,40
65e723db2b05f3456f8e3bbe,471,Jupe crayon - Chic,58.93,S,Noir,Coton mélangé,Jupe crayon chic pour un look féminin et sophistiqué.,21,3.48,Jupe,Saint-Valentin,15
65e723db2b05f3456f8e3bbf,472,Legging de sport - Sportif,20.07,M,Gris,Spandex,Legging de sport pour un look dynamique.,96,2.91,Sportswear,Cyber Monday,25
65e723db2b05f3456f8e3bc0,473,Veste en velours - Vintage,10.36,M,Marron,Velours,Veste en velours vintage pour une touche rétro.,75,2.99,Veste,Semaine du Client,20
65e723db2b05f3456f8e3bc1,474,Pyjama en jersey - Confortable,83.07,L,Bleu clair,Jersey,Pyjama en jersey pour une nuit confortable.,72,0.81,Pyjama,Solde de noël,40
65e723db2b05f3456f8e3bc2,475,Short en lin - Décontracté,83.4,L,Blanc,Lin,Short décontracté en lin pour les journées ensoleillées.,50,0.51,Short,Nouvel An,18
65e723db2b05f3456f8e3bc3,476,Short en lin - Décontracté,5.63,L,Kaki,Lin,Short décontracté en lin pour les journées ensoleillées.,15,4.16,Short,Solde d'été,40
65e723db2b05f3456f8e3bc4,477,Jupe plissée - Chic,44.82,S,Vert émeraude,Polyester,Jupe plissée chic pour un look féminin.,66,2.58,Jupe,Journée Internationale de la Femme,15
65e723db2b05f3456f8e3bc5,478,Tunique brodée - Bohème,93.66,L,Bleu ciel,Coton,Tunique brodée bohème pour un style décontracté.,93,2.45,Tunique,Fête des Mères,15
65e723db2b05f3456f8e3bc6,479,Short en lin - Décontracté,50.78,L,Bleu clair,Lin,Short décontracté en lin pour les journées ensoleillées.,37,1.98,Short,Promo Flash,30
65e723db2b05f3456f8e3bc7,480,Robe cocktail - Élégant,99.56,XS,Doré,Polyester,Robe cocktail élégante pour les occasions spéciales.,49,4.29,Robe,Cyber Monday,25
65e723db2b05f3456f8e3bc8,481,Pyjama en jersey - Confortable,40.43,M,Rayures fines,Jersey,Pyjama en jersey pour une nuit confortable.,21,0.74,Pyjama,Promo Flash,30
65e723db2b05f3456f8e3bc9,482,T-shirt basique - Décontracté,16.7,S,Blanc,Coton,T-shirt décontracté en coton pour un look confortable.,94,3.78,T-shirt,Printemps Fleuri,20
65e723db2b05f3456f8e3bca,483,Short en jean - Décontracté,28.16,S,Bleu délavé,Denim,Short en jean décontracté pour un look estival.,35,2.64,Short,Solde d'hiver,35
65e723db2b05f3456f8e3bcb,484,Pantalon de survêtement - Sportif,71.88,M,Noir,Polyester,Pantalon de survêtement sportif pour un look décontracté.,32,1.89,Sportswear,Solde d'hiver,35
65e723db2b05f3456f8e3bcc,485,Chemisier à volants - Chic,14.66,M,Rose pâle,Coton,Chemisier à volants chic pour une allure féminine.,80,3.15,Chemisier,Saint-Valentin,15
65e723db2b05f3456f8e3bcd,486,Short de sport - Sportif,24.68,L,Gris,Polyester,Short de sport pour un look dynamique.,53,3.72,Sportswear,Saint-Valentin,15
65e723db2b05f3456f8e3bce,487,Jupe plissée - Chic,48.17,M,Vert émeraude,Polyester,Jupe plissée chic pour un look féminin.,97,3.65,Jupe,Nouvel An,18
65e723db2b05f3456f8e3bcf,488,T-shirt à manches longues - Décontracté,18.7,S,Gris,Coton,T-shirt à manches longues décontracté pour un style polyvalent.,53,3.66,T-shirt,Rentrée Scolaire,50
65e723db2b05f3456f8e3bd0,489,Jupe plissée - Chic,47.12,S,Noir,Polyester,Jupe plissée chic pour un look féminin.,44,0.66,Jupe,Soldes de Fin d'Année,25
65e723db2b05f3456f8e3bd1,490,Costume deux pièces - Élégant,1.88,M,Bordeaux,Laine mélangée,Costume deux pièces élégant pour une allure sophistiquée.,32,1.72,Costume,Printemps Fleuri,20
65e723db2b05f3456f8e3bd2,491,Chemise élégante - Classe,48.69,S,Noir,Coton,Chemise élégante en coton pour un style raffiné.,12,2.73,Chemise,Solde d'hiver,35
65e723db2b05f3456f8e3bd3,492,Ensemble de jogging - Sportif,15.68,L,Rouge,Polyester,Ensemble de jogging sportif pour un style décontracté.,74,4.25,Sportswear,Semaine du Client,20
65e723db2b05f3456f8e3bd4,493,Veste en velours - Vintage,75.63,XL,Rose antique,Velours,Veste en velours vintage pour une touche rétro.,80,2.62,Veste,Solde de noël,40
65e723db2b05f3456f8e3bd5,494,Jupe plissée - Chic,2.37,L,Vert émeraude,Polyester,Jupe plissée chic pour un look féminin.,6,2.36,Jupe,Saint-Patrick,20
65e723db2b05f3456f8e3bd6,495,Sweat à capuche oversize - Oversize,66.12,XXL,Gris chiné,Coton,Sweat à capuche oversize pour un confort maximal.,2,0.95,Pull,Cadeau Gratuit,5
65e723db2b05f3456f8e3bd7,496,Ensemble de jogging - Sportif,0.16,S,Rouge,Polyester,Ensemble de jogging sportif pour un style décontracté.,34,2.56,Sportswear,Vacances d'été,25
65e723db2b05f3456f8e3bd8,497,Pyjama en jersey - Confortable,95.33,XL,Gris chiné,Jersey,Pyjama en jersey pour une nuit confortable.,94,2.14,Pyjama,Saint-Valentin,15
65e723db2b05f3456f8e3bd9,498,Chemisier à volants - Chic,93.24,M,Bleu ciel,Coton,Chemisier à volants chic pour une allure féminine.,60,3.74,Chemisier,Printemps Fleuri,20
65e723db2b05f3456f8e3bda,499,Robe longue fluide - Bohème,89.88,L,Vert olive,Viscose,Robe longue fluide pour un style bohème décontracté.,16,0.92,Robe,Promo d'Automne,15
65e723db2b05f3456f8e3bdb,500,Short de sport - Sportif,8.88,S,Noir,Polyester,Short de sport pour un look dynamique.,62,0.83,Sportswear,Fête des Mères,15
